"tweet_id","texto_tweet","sentimiento"
16507,"Me duermo aterido por las congelaciones y sorprendido de q Javier Arenas reivindique sanidad y guarderías públicas: Enajenación transitoria",0
16508,"O también: un trabajador que cobre el salario mínimo tardaría dos siglos y 60 años en ganar lo que Rato en 2011.",0
16509,"Intolerable!!  Yulia Timoshenko, trasladada a una cárcel del noreste de Ucrania  http://t.co/CbVyde3K vía @el_pais",0
16510,"Y luego habrá que crear un banco malo con dinero público porque Bankia tiene demasiado activo tóxico. Ya. Claro.",0
16511,"Me sorprende que haya quien critique que comparar sueldos con sueldos sea demagogia. Ni que fueran peras y manzanas, que diría Botella.",0
16512,"Titulares sobrecogedores: ""España entra en alerta económica"", ""El salario mínimo se congela"" (solito), ""El Gobierno de la verdad""... ¡Uff!",0
16513,"Holaaaaaa. Estoy de vuelta. Cura de desintoxicación informativa. Contadme: ¿Han bajado los impuestos ya? ¿Los han subido a grandes fortunas?",0
16514,"Como veo q te da x las matemáticas:  cuantos salarios mínimos son los 700 mills de euros q ha facturado Mediapro en 5 añs a tve? @iescolar",0
16515,"""Sin engaños, sin letra pequeña"", prometía De Cospedal. ""Estamos en contra de subir los impuestos"" http://t.co/QGjsE4cC",0
16516,"Economía 101, por Mariano Rajoy: ""Es un disparate en tiempos de crisis subir los impuestos"" http://t.co/qzc1gzGv",0
16517,"El gobierno advierte q el siguiente recorte vendrá x las ccaa. #subirimpuestosesdederechas",0
16518,"El #impuestazo ha sido consensuado con la Comision Europea, según me cuentan fuentes gubernamentales",0
16519,"Me cabrea la subida de impuestos, pero me cabrea infinitamente mas ver al PSOE pavoneándose por ella cuando son los responsables de la ruina",0
16520,"Zp oculto el déficit y se lleva el collar de Isabel la Católica. Cortesía institucional o peor? Yo no lo entiendo. Me lo explicáis?",0
16521,"No se puede ocultar un agujero de 20.000 millones y aquí paz y después Consejo de Estado. Responsabilidades. Investigación",0
16522,"Si la principal desviación del déficit es en CCAA (gobernadas x PP), xq es Gobierno Central quien sube impuestos? Xq no recargo autonómico?",0
16523,"Coniciendo los salarios y pensiones de directivos de cajas y bancos, ayudados, nos dicen a quien sirven los gobiernos de ayer y de hoy.",0
16524,"PSOE y PP han demostrado nula voluntad en combatir el intolerable fraude fiscal, cuantificado x técnicos de hacienda en más de 60.000mill€",0
16525,"La reforma fiscal del PP es desequilibrada en favor del capital. Grava las rentas del trabajo en 4.200 mill€ y las del capital en 1.200.",0
16526,"Solo con cambiar el color de lis billetes de 500€ o sustituirlos x moneda menor, se recaudaría más que supone el recorte del PP.",0
16527,"En épocas d dificultades económicas es 1 error subir impuestos.Lo dijo @marianorajoy y ha hecho lo contrario.Y peor aún es condecorar a #zp",0
16528,"Zapatero tardó 2 años d legislatura en incumplir su programa electoral. Rajoy, pese a q le creíamos lento, ha tardado semana y media.",0
16529,"Irán retrasa el ejercicios con misiles en el golfo Pésico hoy.",0
16530,"Año Horrible d golpe de mercado, ajuste interminable y congelaciones. En 2012 resistencia, movilización y participación: Año d recuperación",0
16531,"No hay programa oculto,hay campaña de publicidad engañosa. El programa es el DIKTAT de los mercados en la carta del BCE: AJUSTE PERMANENTE",0
16532,"Solidaridad es un fuerte cn un débil. Q clase media pague + impuestos para tranquilizar a mercados financieros no es solidaridad. Es saqueo",0
16533,"Primero nos congelan nuestros derechos, luego viene la amputación y, poco a poco, nuestros cuerpo-nuestra sociedad es sólo un muñón deforme.",0
16534,"Disentir, recuperarse, reaccionar, resistir, rebelarse, reconstruir democracia, refundar la izquierda; todo en 2012.",0
16535,"20 horas después, algunos tuiteros aún no  se han enterado de que el IRPF sube para casi todos, incluidos mileuristas.",0
16536,"La visión de un futuro sin la rebeldía de los hijos o sin la memoria de los abuelos, es la resignación y la renuncia: la depresión",0
16537,"Mensaje para habitantes de Atlanta: si ven a pocos jóvenes por la calle no se preocupen, están todos en el AVE, en este vagón. Están bien.",0
16538,"Que tanto recorte injusto no nos robe el derecho a soñar. X q en 2012 compartamos luchas x una sociedad más justa, democrática y fraternal.",0
16539,"Cierto, se suben impuestos, pero se carga sobre todo a quienes más ganan y luego se suben pensiones y se protege parados d larga duración.",0
16540,"RT“@sgueina: preocupada por Esteban! Y no estaba muerto, estaba de Cañas: ""Rajoy cumple su compromiso de q los + débiles  no paguen ajuste""",0
16541,"@AlexdelaIglesia Sigo con la gastritis, me duele hasta comerme una manzana, así que esta noche, otra cena pantagruélica que me pierdo...",0
16542,"Así empieza 2012: el Gobierno gobierna, aunque duela (y duele) - Dos Palabras http://t.co/MqsKniKl vía @elconfidencial",0
16543,"El Real Decreto-ley d recortes e impuestos lleva firma de rey y Rajoy http://t.co/oVDHT2Zg ¿Por qué no salió él ayer a explicarlo?",0
16544,"@arsenioescolar Porque Rajoy sigue siendo el perfecto irresponsable. Todo es culpa de otros http://t.co/WJUwgj6l",0
16545,"BOE hoy: Rajoy es pte. Comisión Asuntos Económicos y Soraya no forma parte ¿Por qué salió ella ayer a explicar medidas y no Rajoy?",0
16546,"Quieren darle una patada a la pelota hacia delante. El juez decide hoy si aplaza la declaración de Urdangarin http://t.co/RDRwYuTa",0
16547,"El juez aplaza hasta el 25 de febrero la declaración como imputado de Iñaki Urdangarin vía efe",0
16548,"Como decía Oscar Wilde, puedo entender la ""fuerza bruta"" (soy +fuerte) pero no la ""razón bruta"" ( sinrazón, o prejuicios como argumento...)",0
16549,"Votaremos en contra de las medidas aprobadas ayer por el Gobierno porque nos conducen a una grave recesion y a la destruccion de empleo",0
16550,"así es “@hickor: @mariviromero @javierarenas_pp no puedo estar mas de acuerdo, o Andalucía cambia o se pudre”",0
16551,"Rubalcaba se está liando el IVA y el IBI, pero tiene razón en la crítica que plantea sobre el modelo de subida.",0
16552,"No es lógico que la mitad de los vecinos de pueblos pobres paguen más, y la mitad de los vecinos de las ciudades ricas no.",0
16553,"Rubalcaba pide al Gobierno que desglose el desvío del déficit. Muy de acuerdo con esa crítica.",0
16554,"¿Alguien sabe si las tres décimas que se desvía el Gobierno central incluye a la Seguridad social o ese desvío es aparte?",0
16555,"Que Valencia, por ejemplo, renuncie a cobrar el impuesto de Patrimonio a las grandes fortunas mientras incumple el déficit es impresentable.",0
16556,"No es razonable que los que ganan por debajo de 53.000 euros al año paguen el 70% del ajuste. No es justo. #ajustazoPP",0
16557,"El gobierno dice que estamos en ""ruina económica y social"" pero Rajoy continua desaparecido.",0
16558,"Dice Rubalcaba que ""no es razonable que los que ganan por debajo de 53.000 euros al año paguen el 70% del ajuste. No es justo"". Cierto.",0
16559,"Rubal niega deslealtad en el traspaso: dimos los papeles q teníamos. http://t.co/4gCBbIc8",0
16560,"Rubalcaba dice q hay grandes empresas apagan menos del 10% en sociedades pero cuando le pregunto cuales elude la respuesta #psoe",0
16561,"Por ministerios, los mayores recortes son en Fomento y en I+D (Industria y Competitividad). Los que menos, Presidencia, Interior y Defensa.",0
16562,"""Nos han dejado un país en ruina eco. y social"" Fátima Báñez (Ministra de Empleo) Rajoy dijo q no iban a criticar la herencia recibida...",0
16563,"Ni los analistas más sesudos pudieron predecir que en 2011: EEUU mataría a OBL o caerían 5 dictadores (+consecuencias para esos países).etc",0
16564,"No me atrevo a imaginar lo q pueda traer 2012, sólo deseo star n el sitio correcto y alerta xa q ni lo más inverosímil me pille desprevenida",0
16565,"Comienza a fallar el WhatsApp ;-(",0
16566,"Menos recortes, más estímulos; redistribución de los sacrificios por la crisis. #deseoindignado2012",0
16567,"Mentiras y eufemismos: Vuelve la funesta herencia del pasado y el recargo temporal de solidaridad. AJUSTE BRUTAL Y MÁS IMPUESTOS A SALARIOS.",0
16568,"@mgilguerrero No, dijo q seceduteceria el tipo penal. Pero el tipo ya existe. Xq no se aplica? Hay q mirar al futuro...",0
16569,"España: PIB 600.000 mills,masa salarial de sus funcionarios:120.000 mills.  Lo q no puede ser no puede ser y además es imposible!",0
16570,"Ver ahora a Pedro J elogiar a Rajoy. A Ignacio Escolar criticar al PP a la semana de gobernar.A un tipo de Harvard subiendo ls impuestos!",0
16571,"Bañez los mas débiles lo q deben temer es la ruina d los q pueden crear empleo y pagar las pensiones de los demás!Da igual lo q teman al pp!",0
16572,"Chicos, quedan 6 horas para conseguir todo Orbyt 2012 por 99€. Luego que no haya llanto y crujir de dientes si tenéis que pagar mucho más.",0
16573,"El gobierno debe comparecer urgentemente en el Congreso para explicar el ajuste y la glaciación interminable. Que Rajoy no se esconda.",0
16574,"Sin duda. Anson sin ir más lejos es como lo usa “@driveroa: @pedroj_ramirez merece la pena Orbyt para iPhone?”",0
16575,"Ahora es el propio gobierno el que habla de herencia catastrófica para justificar el ajuste y  estimular la voracidad de los mercados.",0
16576,"Leyendo en el BOE el texto del decreto ley de los recortes de ayer. Nada más empezar hay una coma mal puesta http://t.co/htgxiCny",0
16577,"No todos los que llenarán Sol esta noche son indignados, cabreados puede, pero hoy    estarán mas a por uvas que a otra cosa.",0
16578,"En su Testigo Impertinente de mañana Carmen Rigalt hace una disección irónica del Gobierno. Veréis como rebautiza al ministro de Economía.",0
16579,"¿Cuántos días trabajas al año para el Estado http://t.co/19pKkmFl (y no, la calculadora aún no está actualizada)",0
16580,"“@irenegarciag: “@javiersolana: Intolerable!!  Yulia Timoshenko, trasladada a una cárcel del noreste de Ucrania  http://t.co/CbVyde3K vía @e",0
16581,"Ya se quien esta colapsando twitter! Las operadoras de telefonía no quieren perder el pastizal que hacen cada año con los SMSs!Que se jodan",0
16582,"Que largo se me ha hecho este terrible año 2011... Cuento los minutos que faltan para que se acabe!",0
16583,"Aquí estoy, Marta. No pierdas la ocasión “@Marta_Querol: tengo que ir a preparar la cena y @pedroj_ no contesta. Pues no compro Orbyt.”",0
16584,"Alucinando con Nápoles! Tooooda la tarde tirando petardos y dicen q a la 01:00 empiezan a tirar x la ventana cosas viejas, platos muebles...",0
16585,"Que 2012 reviente los malos augurios y nos sea propicio!",0
16586,"Marta Sánchez se ha tragado el disco de Lady Gaga. Y le ha sentado mal.",0
16587,"4 minutos para 2012. Si me dicen que estaría tuiteando tal día a esta hora no me lo hubiese creido ni loca. #cosasquepasan #vueltasdelavida",0
16588,"Lo veis? No había para tanto! 2012 ya ha empezado y no ha pasad******Message Error********",0
16589,"Quiero enviar un fuerte abrazo a todas las familias q lo están pasando mal. Aunque ni lo lean ni les llegue no puedo evitar pensar en ellos",0
16590,"@riverakiko Amiguete, ha sido brutal, ha habido comedia, drama, sentimiento... y terror; Jorge Javier se ha atrevido a ""destrozar"" My Way!!!",0
16591,"???“@I_ceballos: No seas populista Presi. Tu eres funcionario sabes q el 31 de dic no es laborable en la admon. Tiene 364 dias para hacerlo”",0
16592,"Se suspendieron la verdad que no tengo animos ni ganas de fiesta",0
16593,"La primera guerra mundial s queda n nada comparada con el fin de año en Nápoles toooooodo el día y la noche los fuegos artificiales no paran",0
16594,"Y además de verdad!“@Cholati: El burro hablando de orejas: Rubalcaba: ""Los ajustes son injustos y llevarán a una grave depresión económica"".",0
16595,"@__Sobe__ah! Que te faltaba insultar sin lo cual, al parecer, no eres nada...o eso crees.",0
16596,"La ministra de Empleo dice que les han dejado ""un país en ruina"" http://t.co/llXFOKUS",0
16597,"Primer día del año en el que el propósito consiste en no confundir fuerza con eficacia. http://t.co/BYAvMfip",0
16598,"Parece que fue el año pasado. Irán lanza misil de medio alcance maniobras Golfo Persico.Obama extiende sanciones al Banco Central Irani",0
16599,"Error. Habría q redirigir ahí parte del recorte d salarios RT @RecioManolo: #Rajoy suprime aportación a planes d pensiones d funcionarios.",0
16600,"La verdad es que nosotros, bastante jodidillos... La pasamos los tres y seguimos con fiebre...",0
16601,"Me han dicho que pronto funcionará la opción ""compartir"". Pequeño fallo propio de la novatada de salir por primera vez el 1 de Enero.",0
16602,"La tensión entre #Irán y Occidente sigue subiendo pero, ¿cuál será el punto de no retorno para un ataque militar?",0
16603,"Estoy viendo la foto del Collar de la Orden de Isabel la Católica,lo imagino en el pecho de Zp,no se puede empezar peor el año...",0
16604,"Leyendo sobre las últimas amenazas de #Irán al son de Strauss en el  Concierto de Año Nuevo en Viena #redacción",0
16605,"Oh dios mío, en medio del Danubio Azul se han colado imágenes piratas de alguna peli porno musical.",0
16606,"Hay temas que a algunos no se os pueden mencionar. La desigualdad social y de género son algunos de ellos. Ni en año nuevo.",0
16607,"Ahora me pongo los saltos de esquí que grabé hace dos años. Los veo en falso directo. Para el caso, son siempre iguales.",0
16608,"Y la redacción de @gaceta_es se puso en pie y vibró al son de la Marcha #Radetzky #Vienna",0
16609,"Primer día del año.Todavía me impacta que a la subida del IRPF lo llamen ""recargo temporal de solidaridad""...",0
16610,"La Marina de guerra iraní simulará mañana el cierre del estrecho Ormuz",0
16611,"Va a haber que irse levantando, aunque quede mucho año todavía no se trata de irlo desperdiciando!",0
16612,"Qué hambre, no?",0
16613,"Me he perdido la marcha radetzky.error.",0
16614,"Demasiada gente ya llora bastante como para necesitar gases lacrimógenos. Solo necesita empleo, vivienda, justicia y fraternidad.",0
16615,"Algo se pierde un grupo humano cuando prescinde de la aportación, la sensibilidad y la inteligencia de más de la mitad de la población.",0
16616,"""La gran mentira de Salgado"" http://t.co/5RHOwQxR Ocultó 20.000 millones d déficit. Veo q los socialistas siempre actúan igual #Alcorcon #fb",0
16617,"#campanadasaberroncho SI! (pero Anne y Jose tambien podrían ir con el borrico Isaías y la jineta Montse, no? ;)",0
16618,"Lo planteo en mi Carta:  Rajoy debió comparecer a explicar en persona por qué incumplía su promesa de no subir impuestos. ¿O no?",0
16619,"Aquí os dejo mi primer artículo de 2012 en ESD: ""Montoro impuso su tesis social  al 'caton' y al mensaje de engaño""   http://t.co/oE3PANMx",0
16620,"Arenas dice que el Gobierno ha respondido al 'último gran engaño del PSOE sobre la crisis' http://t.co/hADjIBlv vía @elmundoes",0
16621,"RT @MelaniVico: 3 pasos para proteger tus datos si te roban tu iPhone (o tu Mac) http://t.co/0KU5EBaY #Robar #Iphone #Mac",0
16622,"“@AmnistiaOnline: #Egipto: “No puede haber democracia si las mujeres no participan"" http://t.co/s9HW1XgP”",0
16623,"Quien dijo frío? Picazo estará mañana en @hora 25 http://t.co/wbzUL4Ni",0
16624,"@JuanraLucas Un acuerdo que ahora se olvida con el Marianazo al presupuesto sin modelo alternativo de TV pública bit.ly/uHwZB4",0
16625,"Cuando Cascos afirma que los recortes del Estado ""son inasumibles"" para Asturias, no dice que votó la investidura de Rajoy a cambio de nada",0
16626,"El ajuste interminable ha sido 'el argumento' de la investidura de Rajoy, como comisario de los mercados, el FMI y Mercozy: Carta del BCE.",0
16627,"Por eso he pedido la carta del BCE al gobierno Zapatero, que ni PP ni PSOE han hecho pública. Rajoy es el comisario del ajuste interminable",0
16628,"Nadie se enteró?“@135sara: Urdangarin negoció en el Palacio de Marivent contratos con el Gobierno balear  http://t.co/Q0bRQfAr vía @el_pais”",0
16629,"En España, los mercados impusieron las elecciones anticipadas para intensificar el ajuste. En Grecia e Italia un gobierno de banqueros.",0
16630,"Genial el vídeo Soraya y Lisa Simpson sobre los recortes y la subida de impuestos: http://t.co/TtbT14ul via @elisabeni",0
16631,"¿Quieres saber la razón por la que Rajoy decidió el viernes subir los impuestos en contra de su programa? http://t.co/wQbSxqeo",0
16632,"De mañana les molesta que hable de igualdad entre hombre y mujer. De noche que critique el ajuste de Rajoy como comisario de los mercados.",0
16633,"Volviendo a casa del periódico. Madrid da miedo. Esta mas vacía que durante un partido de España en un mundial.",0
16634,"bastante enfadado/escéptico con la labor del Cuarteto”",0
16635,"@Suanzes @Juandecolmenero no es incompatible. Se cuenta. Lo sabían pero hasta el lunes no tuvieron la confirmación oficial y dieron el giro",0
16636,"'Los Simpson' y la ocurrencia de vender una subida de impuestos como 'recargo solidario'. http://t.co/SI4Go6re",0
16637,"Curiosidad del insomne: si el PP no tenía programa oculto, esto de subir el IRPF o congelar el salario mínimo serán improvisaciones, ¿no?",0
16638,"Esto no nos lo contaron en la rueda de prensa del Consejo: Rajoy aprueba avales de 100.000 millones para la banca. http://t.co/0xSz9pu7",0
16639,"Rajoy y el gobierno ocultaron en debate investidura y r/p los avales a la banca por 100.000 mill€ fijadas en el decreto ley del 30 Dbre.",0
16640,"Bdías. La evolución de la prima de riesgo será hoy un primer termómetro para medir si los sacrificios que impone Rajoy merecerán la pena.",0
16641,"Se critica el recorte (objetivo 4,4% del anterior gobierno) o la composición del recorte (en qué puntos es distinta d otros posibles)?",0
16642,"Y lo que más debe preocupar al Gobierno y al propio Rey es que nada menos que un 81% diga que ""la justicia NO es igual para todos"".",0
16643,"Recuerdo q queda otro recorte d similar cuantía para marzo. Todo lo pendiente, se hará entonces (IVA, sanidad etc)? Q hubiera hecho Rubal?",0
16644,"Al anunciar sus recortes, Fabrs habla de ""corresponsabilidad"" para financiar servicios públicos. ¿Que los ciudadanos paguen 2 veces?",0
16645,"Hay una cosa evidente: dos puntos + d déficit este año (del 6 al 8%) x desviación, NO ha impedido q entremos en recesión.",0
16646,"Lo que NO necesitamos ahora: gobernar ""como si"" se siguiera en la oposición y hacer oposición ""como si"" nunca se hubiera gobernado.",0
16647,"El Gobierno prepara una tercera fase de ajustes en las empresas públicas - ABC.es http://t.co/rOwyx25i via @abc_es",0
16648,"Esta mañana las cámaras d @13tv_AlDia preguntan: ¿son justos los recortes y los impuestos de @marianorajoy o dañan a las clases medias?",0
16649,"La difícil tarea dl @PPopular :poner los músculos en su sitio a la economía española. Mi columna hoy en @Semanaldigital http://t.co/NExJSE5N",0
16650,"No entiendo la utilidad q ve @marianorajoy en las diputaciones. Pero si son viveros d enchufados del part político de turno!",0
16651,"abc.es: Báñez: «Nos han dejado un país en la ruina económica y social» http://t.co/hWVCM0iH",0
16652,"abc.es: Báñez: «Nos han dejado un país en la ruina económica y social» http://t.co/Pqu9K8ZI",0
16653,"Guindos en la Ser: ""El Gobierno tiene un calendario de reformas muy agresivas"". La palabra no es oportuna, pero el concepto sí.  Veremos.",0
16654,"El País avanza hoy en las adelantadas consecuencias del marianazo con un canon digital universal y recorte en RTVE http://t.co/QFO6Nwdq",0
16655,"El Instituto Nóos de Iñaki #Urdangarin desvió en las Islas Baleares 1.385.739 €http://t.co/SzrHJHos @elpais_politica” #tirandodelhilo",0
16656,"""Más empleo, menos impuestos"". El lema no es mío. Era del PP. Dentro vídeo. http://t.co/eF0IbLIb",0
16657,"El juez sobornado por Roca vuelve al trabajo. La Justicia es igual para todos? http://t.co/FvoTdXLq",0
16658,"De Guindos: «El déficit podría pasar del 8%». SUR.es http://t.co/UFB7W138 vía @diario_sur",0
16659,"De Guindos: 'Si no hubiéramos aprobado medidas nos las habrían impuesto otros' http://t.co/FvL8Pu5W vía @elmundoes",0
16660,"De Guindos emplaza al próximo Ecofin: si apretamos sólo en recorte del gasto y subida de impuestos nos podemos meter todos en un lío mayor.",0
16661,"RT @sblanco: Apple ataca Apptrackr para frenar la descarga de aplicaciones al margen de su tienda http://t.co/48BFjiC6",0
16662,"El PSOE suprimió a RTVE 500 mill.€ de publicidad. El PP le recorta 200 mill.€ del presupuesto 2012. Objetivo último:¿privatizar?",0
16663,"''La mayoría de los españoles cree necesarios más ajustes ''. Añadiendo más  crisis a la crisis, por la  austeridad hasta el rigor mortis.",0
16664,"Cinco grandes mentiras para justificar la prioridad de la banca sobre los ciudadanos.http://goo.gl/hizkf",0
16665,"Los recortes de ZP y la no modificación de la ley electoral trajeron a la Moncloa a Rajoy, que sigue con recortes endurecidos. Bipartidismo.",0
16666,"Rajoy tampoco desvela la famosa carta del BCE y MAFO que exigió que ZP hiciera pública. 'Buzón de voz'. http://t.co/t5WxMx2X",0
16667,"La subida d impuestos es en mi opinión fraudulenta, engañosa, injusta, incoherente y contraproducente. Y Rajoy, mudo http://t.co/oNbsTT10",0
16668,"Comentarios machistas: algunos infantiloides; otros groseros. Todos, poco elaborados. Planos y patéticos.  Os pasa algo. Se puede curar.",0
16669,"Lo imprevisto hubiera sido q el déficit se ajustase a lo q prometía el PSOE. La subida de impuestos en la mesa d @mrtfernandez",0
16670,"La intrahistoria. Rajoy subió impuestos para frenar a los mercados y en contacto con Berlín y Bruselas http://t.co/wAYpvKwo",0
16671,"Crearemos un registro municipal de bicicletas con una base de datos que facilite la localización en caso de robo o extravío #sevillahoy",0
16672,"Montoro anuncia más ""iniciativas"" para este jueves. ¿Mas impuestos, más recortes? Es el cumple del rey, ¿le bajarán la asignación?",0
16673,"Más revelaciones del caso Urdangarin. El fiscal vincula al duque con “salidas invisibles” de dinero a paraísos fiscales. ...",0
16674,"La confiteria Conrado de La Bañeza http://t.co/DOWrSA7O ya tiene su roscón con 3000 euros de sorpresa (y el ""sin fruta"" que lleva mi nombre)",0
16675,"La prima de riesgo de España comienza el año sin apenas cambios http://t.co/c0aNQsPR”“@La_SER",0
16676,"La' disciplina Rajoy' de congelaciones, recortes y recargos temporales, acentúa la crisis y la injusticia, a mayor gloria del dios mercado.",0
16677,"Atravesando Pajares en un tren, a menos de ochenta/ hora, uno ve  la belleza del paisaje y también nota las carencias de las comunicaciones",0
16678,"""Que inventen ellos""...y así nos va... El tijeretazo del gobierno a la investigación alarma a los científicos http://t.co/sHyrRzwT",0
16679,"La glaciación de la disciplina Rajoy es inaceptable para todos  los ciudadanos y también  para Asturias, sin fondos mineros e inversiones.",0
16680,"Griñán se siente frustrado, ya que en ningún caso, por parte del Gobierno de Rajoy va a encontrar recortes sociales http://t.co/zdGKlXGx",0
16681,"RT""@marielarubio Insólita toma de posesión del JEMAD, por 1ª vez ni el entrante ni el saliente han dicho una sóla palabra. MAL""./ Muy mal.",0
16682,"Irán prueba cohetes de largo alcance y los chiquillos de mi barrio siguen con los petardos dando por saco. Aquí se va a liar, me temo.",0
16683,"Fdez Díaz dice que las víctimas estarán en el centro de la actividad del gobierno. Estará con ntros @angelespedraza en el @TelediarioInter",0
16684,"¿A qué responde el silencio en Washington y Jerusalén ante el alarde de poderío militar de Irán?",0
16685,"El recargo temporal de solidaridad del PP se  parece a aquel cese temporal de la convivencia en la CR. Ni es solidario ni temporal: Injusto",0
16686,"¿Por q tantos países tienen Ministerio d Defensa si nadie tiene Ministerio d Ataque? (No es mío, se lo oí hace años al dibujante Máximo)",0
16687,"“@marielarubio  toma de posesión del JEMAD, por 1ª vez ni el entrante ni el saliente han dicho una pañabra.Los periodistas a distancia. MAL”",0
16688,"La subida del IVA recae por igual sin distinción de renta. La del IRPF sólo es progresiva en la clase media pero no toca a los más ricos.",0
16689,"Para los más ricos hay que perseguir fraude y evasión, tapar agujeros de ingeniería fiscal, suprimir SICAV y subir sociedades y plusvalías",0
16690,"...y ahora es cuando la paleo-izquierda me llama fascista y me cuenta milongas sobre la educación y la sanidad d allí, q además son mentira!",0
16691,"Las empresas que venden los gases lacrimógenos que compra el gobierno, ¿no serán las mismas que venden las mascarillas antigás?",0
16692,"#BastaYa Sesenta mujeres asesinadas por sus parejas en 2011 http://t.co/b3rbqjrx",0
16693,"#BastaYa #Violencia0 Una mujer de origen ucraniano, primera víctima de 2012 http://t.co/MxSm1II5",0
16694,"Andalucía se coloca como segunda comunidad autónoma en número de despidos http://t.co/vB3GyGSv",0
16695,"A ver si al menos lo lee @RecioManolo RT @ManzanasFujis: @mariviromero @RecioManolo no-eficiencia en empleo, Recio.",0
16696,"¿Había otra manera de recortar? Nos responde Pedro Swartz. @TelediarioInter 20:30",0
16697,"Guerra del PSOE. Chacón no termina de mover ficha y Rubal empuja a García Page. @TelediarioInter 20:30",0
16698,"TVE, CSIF y militares se las ven y se las desean para acometer los recortes. Os lo contamos en el @TelediarioInter 20:30",0
16699,"y como siempre no me entero de nada y esto no funciona (o viceversa) (@ssantiagosegura live on http://t.co/dASsaAXb)",0
16700,"Ese Consejero de Empleo de la Junta que solo se dedica a poner a parir a los demás y el...ni esta ni se le espera #quecosas",0
16701,"En el Titanic se vieron menos caras de angustia que en los centros comerciales de gente que busca regalos de Reyes. Joé con las fiestas.",0
16702,"Y digo yo, el Consejero de Empleo que nada hace para frenar aquí el paro, como se atreve teniendo esa gestion tan negativa a criticar ?",0
16703,"Tres ministros (Guindos, Montoro y Fernández)dan 3 versiones en un día de la cifra de déficit. Aún no han intercambiado sus números de móvil",0
16704,"Ya RT @fricovie: @mariviromero ¿Te imaginas que le preguntas algo a un empleado tuyo y simplemente no te contesta? Raro, no? Pues eso.",0
16705,"Tambien sorteare mis camisetas de los partidos benéficos (va a parecer una rifa, solo falta el perrito piloto y la chochona!)",0
16706,"Montoro, Guindos y Fdez Díaz (el d Interior, ¿se lo habrá dicho la Policía?) dan distintas cifras de déficit. ¡Coordina, Soraya!",0
16707,"gran coordinación. Y acaba de empezar: Tres ministros de Rajoy dan en un día tres cifras distintas de déficit  http://t.co/BswaBYwm",0
16708,"al final iba a tener razon FAES: el futuro? Sembrar de nucleares España “@PoliticaMadrid: Rechazo a los planes pronucleares del Gobierno",0
16709,"Quien tiene razon en el deficit? Guindos, Montoro o Fernández? No es un resbalón mas: un pto arriba o abajo son millones de € mas de ajuste",0
16710,"Estan las gentes dispuestas a sacrificar sus libertades en pro de una supuesta eficiencia autoritaria? A largo plazo no.",0
16711,"Debemos mejorar la calidad de nuestras democracias en eficiencia e igualdad? Si y rápidamente. La desigualdad cada vez es mas inaceptable.",0
16712,"Según la ONG Irak Body Count 162.000 personas han perdido la vida en Irak desde la ocupación en marzo de 2003. Dolor y miseria. Tristeza",0
16713,"Como dije la campaña bipartidista es un engaño: El PSOE proponiendo  lo contrario de lo que hizo y el PP ocultando lo que pensaba hacer.",0
16714,"Mi gripe es de esas que duran una semana con medicación (o siete días sin ella). Hasta que vuelva al trabajo, no descansará.",0
16715,"Tres cuartas partes de la carísima hipoteca de los duques de Palma las pagaba ¡la infanta!, no Urdangarin. http://t.co/ZDp23Pnz",0
16716,"El sumario del caso Urdangarín al completo e impactante imagen de la muerte de una ciclista en BCN.http://t.co/Gspvk2QT#portadaEPC",0
16717,"Dice Guindos que el Gobierno tiene una agenda de reformas ""muy agresiva"" ¿Violenta? ¿Van a pegar a alguien?",0
16718,"“@caval100: Una comisión británica propone despenalizar el suicidio asistido http://t.co/d6zOtmX9”",0
16719,"No se sabe si ha muerto o ha muerto como las otras veces... Cosas de la dictadura",0
16720,"RT/ lleva 5 días circulando esto: “@victorserranotv: EN CONCRETO ESTE TWEET: “@ElDatoDelDia: Muere Fidel Castro: http://t.co/aCpyyRTE”",0
16721,"RT @f_fusterfabra: Falsos emails con un troyano  Asunto: ""Fidel Castro ha muerto"" http://t.co/c8rys4sK via @el_pais",0
16722,"RT @i_roman: Alto cargo de Garmendia, señalado por desviar dinero público a empresas de su familia http://t.co/RLRphhpu CorruPSOE de 200 ...",0
16723,"Cierto @julia_otero: Creo @Juandecolmenero  que lo de @deguindosluis  es un fake. Twitter y los peligros para el periodismo",0
16724,"""De lo que veas, cree la mitad. De lo que leas, no creas nada.""",0
16725,"“@Javisilvestre: Ni Cuba Press ni Cuba Leches... que no palma @FidelCastro os pongais como os pongais. ¡Qué ganas de matar gente! #twittoff”",0
16726,"Matas vuelve a pedir a la Audiencia Nacional que reclame la competencia sobre el ""caso Urdangarín"" http://t.co/hfq9DmCu",0
16727,"Atento a la duda sobre Castro, escucho a Sabina camino de casa y percibo y me entrego al alma del Padre @Panchovarona atlético y golfo MUCHO",0
16728,"A descansar ... . No se si será cierto lo de Castro, no encontré ni un solo enlace pero desde luego especular así con la vida de alguien...",0
16729,"Vale, es un fake pero -corregidas las faltas- ¿No me negaréis que ojalá fuera cierto lo del IBI eclesial?",0
16730,"Marivent, Zarzuela,.. Urdangarin utilizaba para sus negocios las residencias de la Familia Real como si fueran sede social de sus empresas.",0
16731,"Sobre Castro, por ahora, sólo rumores. Alguna vez tendrá que morirse. Luego, además, hay otro Castro gobernando. Falta aún para Cuba libre",0
